brand,model,year,fuel,transmission,owner,km_driven,mileage_num,engine_num,max_power_num,price_lakh
Ford,Endeavour 2.5L,2012,Diesel,Manual,First Owner,170000,13.1,2499.0,141.0,5.51
Maruti,Swift Dzire,2013,Diesel,Manual,First Owner,100000,23.4,1248.0,74.0,5.25
Maruti,Omni 8,2012,Petrol,Manual,First Owner,62000,14.0,796.0,35.0,1.6
Mahindra,XUV500 W8,2014,Diesel,Manual,First Owner,110000,15.1,2179.0,140.0,8.25
Chevrolet,Tavera Neo,2015,Diesel,Manual,Second Owner,80000,13.58,2499.0,72.4,6.0
Maruti,Zen Base,2002,Petrol,Manual,Second Owner,80000,17.3,993.0,60.0,0.65
Maruti,Swift Dzire,2013,Diesel,Manual,First Owner,100000,23.4,1248.0,74.0,5.5
Mahindra,Bolero 2011-2019,2015,Diesel,Manual,First Owner,120000,15.96,2523.0,63.0,6.5
Maruti,Swift Dzire,2019,Diesel,Manual,First Owner,24000,28.4,1248.0,74.02,7.5
Mahindra,KUV 100,2017,Diesel,Manual,First Owner,80000,25.32,1198.0,77.0,3.8
Hyundai,Verna 1.6,2012,Diesel,Manual,First Owner,138000,22.32,1582.0,126.32,4.0
Maruti,Wagon R,2003,Petrol,Manual,Fourth & Above Owner,147000,18.9,998.0,67.1,0.5
Mahindra,TUV 300,2017,Diesel,Manual,First Owner,60000,18.49,1493.0,100.0,7.5
Chevrolet,Spark 1.0,2011,Petrol,Manual,First Owner,80000,18.0,995.0,62.0,1.5
Maruti,Alto 800,2016,Petrol,Manual,First Owner,50000,22.74,796.0,47.3,2.45
Tata,Manza Club,2013,Diesel,Manual,First Owner,189000,21.02,1248.0,88.76,2.6
Volkswagen,Vento 1.5,2014,Diesel,Automatic,Second Owner,90000,21.21,1498.0,103.2,4.11
Hyundai,i20 Sportz,2014,Diesel,Manual,First Owner,56000,21.9,1396.0,88.76,4.5
BMW,3 Series,2012,Diesel,Automatic,Second Owner,140000,18.88,1995.0,184.0,13.0
Maruti,Celerio VXI,2016,Petrol,Manual,First Owner,60000,23.1,998.0,67.04,3.51
Mahindra,XUV500 W8,2012,Diesel,Manual,First Owner,130000,15.1,2179.0,140.0,5.5
BMW,3 Series,2013,Diesel,Automatic,Second Owner,140000,18.88,1995.0,184.0,13.0
Tata,Manza Club,2013,Diesel,Manual,First Owner,189000,21.02,1248.0,88.76,2.6
Volkswagen,Vento 1.5,2014,Diesel,Automatic,Second Owner,90000,21.21,1498.0,103.2,4.11
Hyundai,i20 Sportz,2014,Diesel,Manual,First Owner,56000,21.9,1396.0,88.76,4.5
BMW,3 Series,2012,Diesel,Automatic,Second Owner,140000,18.88,1995.0,184.0,13.0
Maruti,Celerio VXI,2016,Petrol,Manual,First Owner,60000,23.1,998.0,67.04,3.51
Mahindra,XUV500 W8,2012,Diesel,Manual,First Owner,130000,15.1,2179.0,140.0,5.5
BMW,3 Series,2013,Diesel,Automatic,Second Owner,140000,18.88,1995.0,184.0,13.0
Nissan,Terrano XE,2016,Diesel,Manual,First Owner,35000,20.45,1461.0,83.8,7.5
Nissan,Terrano XL,2015,Diesel,Manual,First Owner,35000,20.45,1461.0,83.8,8.0
Tata,New Safari,2011,Diesel,Manual,First Owner,156000,11.57,2179.0,138.1,3.5
Maruti,Alto 800,2013,Petrol,Manual,First Owner,90000,22.74,796.0,47.3,2.0
Tata,Indigo LS,2008,Diesel,Manual,Third Owner,60000,17.0,1405.0,70.0,1.5
Nissan,Terrano XL,2016,Diesel,Manual,First Owner,36000,19.01,1461.0,108.5,8.0
Hyundai,EON Era,2017,Petrol,Manual,Second Owner,20000,21.1,814.0,55.2,3.5
Tata,New Safari,2011,Diesel,Manual,First Owner,160000,13.93,2179.0,138.0,3.5
Mahindra,Scorpio 2.6,2006,Diesel,Manual,First Owner,185000,12.7,2609.0,116.6,2.5
Tata,Indica Vista,2010,Diesel,Manual,Second Owner,110000,17.0,1405.0,71.0,1.7
Renault,KWID RXT,2018,Petrol,Manual,First Owner,10800,25.17,799.0,53.3,3.95
Mahindra,Bolero 2011-2019,2012,Diesel,Manual,First Owner,120000,15.96,2523.0,62.1,4.5
Maruti,Ignis 1.2,2019,Petrol,Manual,First Owner,15000,20.89,1197.0,81.8,5.0
Tata,Sumo EX,2012,Diesel,Manual,First Owner,67500,12.2,1948.0,68.0,2.0
Tata,Hexa XM,2017,Diesel,Manual,First Owner,30000,17.6,2179.0,153.86,12.0
Mahindra,KUV 100,2016,Diesel,Manual,First Owner,50000,25.32,1198.0,77.0,4.0
Mahindra,TUV 300,2016,Diesel,Manual,First Owner,100000,18.49,1493.0,100.0,6.5
Mahindra,Bolero 2011-2019,2016,Diesel,Manual,First Owner,150000,15.96,2523.0,63.0,5.5
Mahindra,XUV500 W10,2015,Diesel,Manual,First Owner,110000,16.0,2179.0,140.0,11.0
Maruti,Alto 800,2012,Petrol,Manual,First Owner,30000,22.74,796.0,47.3,2.55
Maruti,Alto LXi,2011,Petrol,Manual,First Owner,60000,19.7,796.0,46.3,1.8
Mahindra,Xylo D2,2010,Diesel,Manual,Second Owner,255000,13.0,2489.0,95.0,1.6
Chevrolet,Optra Magnum,2008,Diesel,Manual,Second Owner,120000,16.52,1991.0,123.7,2.25
Maruti,Alto 800,2015,Petrol,Manual,Second Owner,49900,22.74,796.0,47.3,2.7
Tata,Manza Aura,2012,Diesel,Manual,First Owner,86000,21.12,1248.0,88.8,3.1
Datsun,GO T,2015,Petrol,Manual,First Owner,71850,20.63,1198.0,67.0,2.25
Fiat,Grande Punto,2015,Diesel,Manual,Third Owner,95000,21.2,1248.0,75.0,3.0
Maruti,Swift Dzire,2008,Petrol,Manual,Fourth & Above Owner,70000,17.5,1298.0,85.8,2.5
Hyundai,EON Sportz,2011,Petrol,Manual,First Owner,35000,21.1,814.0,55.2,1.8
Maruti,Swift Dzire,2015,Petrol,Manual,First Owner,50000,20.85,1197.0,83.14,5.5
Mahindra,Bolero XL,2007,Diesel,Manual,Third Owner,120000,13.6,2523.0,63.0,3.0
Hyundai,Elantra CRDi,2015,Diesel,Manual,First Owner,145000,22.7,1582.0,126.2,9.0
Mahindra,XUV500 W9,2018,Diesel,Manual,First Owner,40000,16.0,2179.0,138.0,15.3
Maruti,Baleno Delta,2015,Diesel,Manual,First Owner,110000,27.39,1248.0,74.0,5.9
Maruti,Wagon R,2008,LPG,Manual,Second Owner,112000,17.3,1061.0,57.5,1.7
Audi,A3 35,2017,Diesel,Automatic,First Owner,70000,20.38,1968.0,143.0,26.0
Maruti,Ritz VDi,2016,Diesel,Manual,First Owner,110000,23.2,1248.0,73.94,4.75
Hyundai,Grand i10,2018,Diesel,Manual,First Owner,29000,24.0,1186.0,73.97,7.0
Maruti,Wagon R,2011,Petrol,Manual,First Owner,60000,18.9,998.0,67.1,3.76
Maruti,800 Std,2004,Petrol,Manual,Fourth & Above Owner,46000,16.1,796.0,37.0,0.75
Mahindra,Scorpio VLS,2012,Diesel,Automatic,Third Owner,120000,11.79,2179.0,120.0,4.4
Maruti,Wagon R,2016,Petrol,Manual,First Owner,80000,20.51,998.0,67.04,3.9
Toyota,Innova 2.5,2012,Diesel,Manual,Second Owner,159000,12.8,2494.0,102.0,7.25
Mahindra,Bolero 2011-2019,2012,Diesel,Manual,Second Owner,110000,15.96,2523.0,62.1,3.25
Maruti,Alto LXi,2010,Petrol,Manual,Second Owner,75000,19.7,796.0,46.3,1.7
Maruti,Swift Dzire,2010,Diesel,Manual,Third Owner,120000,19.3,1248.0,73.9,2.15
Honda,City 1.5,2010,Petrol,Manual,Third Owner,110000,17.0,1497.0,118.0,3.5
Chevrolet,Spark 1.0,2009,Petrol,Manual,Fourth & Above Owner,80000,18.0,995.0,62.0,0.8
Hyundai,EON Magna,2012,Petrol,Manual,Second Owner,80000,21.1,814.0,55.2,1.95
Nissan,Sunny Diesel,2014,Diesel,Manual,First Owner,71000,21.64,1461.0,84.8,3.35
Mahindra,XUV500 W6,2011,Diesel,Manual,First Owner,108000,16.0,2179.0,140.0,4.75
Renault,Duster 85PS,2015,Diesel,Manual,First Owner,75000,19.87,1461.0,83.8,4.85
Maruti,Ciaz Delta,2018,Petrol,Manual,Second Owner,22000,21.56,1462.0,103.25,6.5
Audi,Q5 3.0,2014,Diesel,Automatic,First Owner,76131,13.22,2967.0,241.4,18.5
Hyundai,i20 1.2,2018,Petrol,Manual,Second Owner,30000,18.6,1197.0,81.83,7.0
Audi,Q7 3.0,2014,Diesel,Automatic,First Owner,65000,12.07,2967.0,241.4,30.0
Mahindra,Scorpio S3,2018,Diesel,Manual,First Owner,60000,15.4,2523.0,75.0,9.0
Volkswagen,Polo Diesel,2013,Diesel,Manual,First Owner,80000,22.07,1199.0,73.9,3.5
Honda,Accord V6,2005,Petrol,Automatic,Second Owner,80000,9.0,2997.0,218.0,2.85
Audi,Q7 3.0,2012,Diesel,Automatic,First Owner,70000,12.07,2967.0,241.4,18.5
Maruti,Vitara Brezza,2017,Diesel,Manual,First Owner,51777,24.3,1248.0,88.5,7.5
Land,Rover Freelander,2013,Diesel,Automatic,First Owner,64788,0.0,2179.0,115.0,16.5
Honda,Amaze V,2018,Petrol,Manual,First Owner,20000,19.5,1199.0,88.76,6.0
Volkswagen,Polo 2015-2019,2018,Petrol,Manual,First Owner,19000,18.78,999.0,75.0,5.65
Daewoo,Matiz SS,2000,Petrol,Manual,First Owner,46951,18.5,796.0,53.0,0.86
Datsun,GO T,2016,Petrol,Manual,First Owner,19000,20.63,1198.0,67.0,3.29
Ford,EcoSport 1.5,2016,Diesel,Manual,First Owner,50000,22.77,1498.0,98.59,6.5
Hyundai,Creta 1.6,2015,Diesel,Manual,First Owner,60000,19.67,1582.0,126.2,8.22
Renault,Duster 110PS,2013,Diesel,Manual,Second Owner,100000,19.01,1461.0,108.45,3.45
Maruti,Zen LXI,2001,Petrol,Manual,First Owner,10000,17.3,993.0,60.0,0.3
Maruti,Swift VDI,2012,Diesel,Manual,Second Owner,50000,22.9,1248.0,74.0,3.3
Maruti,Wagon R,2014,Petrol,Manual,Second Owner,74537,20.51,998.0,67.04,3.0
Maruti,SX4 ZXI,2009,Petrol,Automatic,Second Owner,90000,12.6,1586.0,103.3,2.0
Chevrolet,Spark 1.0,2010,Petrol,Manual,Second Owner,70000,18.0,995.0,62.0,0.9
Maruti,Wagon R,2010,Petrol,Manual,Second Owner,80000,18.9,1061.0,67.0,2.0
Hyundai,Xcent 1.1,2016,Diesel,Manual,First Owner,35000,24.4,1120.0,71.0,5.5
Chevrolet,Beat LT,2015,Petrol,Manual,First Owner,23500,18.6,1199.0,76.8,2.5
Honda,City i-DTEC,2017,Diesel,Manual,First Owner,82000,25.6,1498.0,97.9,9.75
Toyota,Innova 2.5,2014,Diesel,Manual,Second Owner,100000,12.99,2494.0,100.6,9.0
Hyundai,i20 1.2,2018,Petrol,Manual,First Owner,15000,18.6,1197.0,81.83,6.1
Maruti,Baleno Zeta,2017,Diesel,Manual,First Owner,30000,27.39,1248.0,74.0,6.2
Hyundai,Grand i10,2016,Petrol,Manual,First Owner,30000,18.9,1197.0,82.0,4.0
Maruti,Celerio X,2019,Petrol,Manual,First Owner,11000,21.63,998.0,67.0,5.0
Datsun,GO Plus,2017,Petrol,Manual,First Owner,140000,19.02,1198.0,67.05,2.0
Tata,Zest Quadrajet,2016,Diesel,Manual,First Owner,110000,23.0,1248.0,88.7,3.6
Maruti,Alto K10,2012,Petrol,Manual,First Owner,48000,20.92,998.0,67.1,2.52
Maruti,Swift VDI,2012,Diesel,Manual,Second Owner,70000,22.9,1248.0,74.0,2.8
Maruti,Swift VXI,2018,Petrol,Manual,Second Owner,70000,22.0,1197.0,81.8,5.1
Mahindra,Scorpio 1.99,2016,Diesel,Manual,First Owner,58000,15.4,1997.0,120.0,10.5
Maruti,Wagon R,2010,LPG,Manual,Fourth & Above Owner,40000,17.3,1061.0,57.5,2.0
Maruti,Zen LXI,2005,Petrol,Manual,Second Owner,90000,17.3,993.0,60.0,0.6
Mahindra,Xylo E8,2010,Diesel,Manual,Second Owner,40000,14.0,2498.0,112.0,3.2
Mahindra,Scorpio LX,2013,Diesel,Manual,First Owner,110000,12.05,2179.0,120.0,5.2
Tata,New Safari,2007,Diesel,Manual,Second Owner,80000,11.57,2179.0,138.1,2.5
Maruti,Vitara Brezza,2017,Diesel,Manual,First Owner,60000,24.3,1248.0,88.5,7.25
Mahindra,Bolero 2011-2019,2015,Diesel,Manual,First Owner,50000,15.96,2523.0,62.1,5.85
Tata,Tiago 1.2,2017,Petrol,Manual,First Owner,25000,23.84,1199.0,84.0,4.3
Maruti,Swift VDI,2011,Diesel,Manual,Second Owner,100000,22.9,1248.0,74.0,2.35
Maruti,Swift Dzire,2012,Diesel,Manual,Third Owner,52000,19.3,1248.0,73.9,3.5
Hyundai,i10 Era,2010,Petrol,Manual,Third Owner,80000,19.81,1086.0,68.05,1.31
Honda,Amaze VX,2016,Diesel,Manual,First Owner,85000,25.8,1498.0,98.6,4.5
Maruti,Vitara Brezza,2016,Diesel,Manual,First Owner,83000,24.3,1248.0,88.5,7.5
Maruti,Alto 800,2013,Petrol,Manual,First Owner,50000,22.74,796.0,47.3,2.0
Maruti,Wagon R,2009,Petrol,Manual,Fourth & Above Owner,120000,18.9,1061.0,67.0,1.25
Mahindra,Bolero 2011-2019,2014,Diesel,Manual,First Owner,100000,15.96,2523.0,62.1,5.0
Maruti,Swift VDI,2012,Diesel,Manual,Third Owner,70000,22.9,1248.0,74.0,3.8
Maruti,Alto LXi,2008,Petrol,Manual,First Owner,19000,19.7,796.0,46.3,1.28
Honda,City 1.5,2009,Petrol,Manual,Third Owner,68600,17.0,1497.0,118.0,2.5
Mahindra,Bolero Power,2017,Diesel,Manual,First Owner,60000,16.5,1493.0,70.0,6.9
Mahindra,Bolero 2011-2019,2014,Diesel,Manual,Second Owner,65000,15.96,2523.0,62.1,6.5
Honda,City E,2012,Petrol,Manual,Second Owner,40000,16.8,1497.0,116.3,5.6
Maruti,Celerio VXI,2016,Petrol,Manual,First Owner,25000,23.1,998.0,67.04,4.0
Maruti,Alto K10,2012,Petrol,Manual,First Owner,29500,20.92,998.0,67.1,2.0
Hyundai,Verna VTVT,2018,Petrol,Manual,First Owner,13887,17.0,1591.0,121.3,9.5
Maruti,Alto 800,2016,Petrol,Manual,Second Owner,50000,22.74,796.0,47.3,3.0
Renault,KWID RXL,2016,Petrol,Manual,Second Owner,30000,25.17,799.0,53.3,3.15
Maruti,Alto 800,2012,Petrol,Manual,First Owner,100000,22.74,796.0,47.3,2.2
Chevrolet,Aveo 1.4,2011,Petrol,Manual,Second Owner,60000,14.49,1399.0,92.7,1.3
Hyundai,i20 Sportz,2016,Diesel,Manual,Second Owner,60000,22.54,1396.0,88.73,5.95
Tata,Indica Vista,2011,Diesel,Manual,First Owner,120000,19.4,1405.0,70.0,1.1
Ford,EcoSport 1.5,2017,Petrol,Manual,First Owner,13500,17.0,1497.0,121.36,6.8
Fiat,Grande Punto,2013,Diesel,Manual,First Owner,52000,20.3,1248.0,75.0,2.8
Maruti,Baleno Delta,2017,Petrol,Manual,Second Owner,30000,21.4,1197.0,83.1,5.3
Hyundai,Xcent 1.2,2017,Petrol,Manual,First Owner,14000,19.1,1197.0,82.0,6.1
Tata,Aria Pure,2014,Diesel,Manual,Second Owner,90000,15.05,2179.0,147.9,5.0
Tata,Tigor 1.05,2018,Diesel,Manual,First Owner,50000,24.7,1047.0,69.0,5.0
Mahindra,Xylo D2,2010,Diesel,Manual,Second Owner,120000,13.0,2489.0,95.0,2.5
Hyundai,EON Magna,2018,Petrol,Manual,First Owner,10000,21.1,814.0,55.2,3.25
Maruti,Baleno Delta,2018,Petrol,Manual,First Owner,10000,21.4,1197.0,83.1,5.5
Maruti,Ciaz 1.4,2018,Petrol,Manual,First Owner,25000,20.73,1373.0,91.1,7.2
Hyundai,Verna VTVT,2017,Petrol,Manual,First Owner,20000,17.0,1591.0,121.3,9.5
Maruti,Swift VDI,2013,Diesel,Manual,First Owner,60000,22.9,1248.0,74.0,3.5
Hyundai,Grand i10,2018,Petrol,Manual,First Owner,40000,18.9,1197.0,81.86,5.0
Maruti,Swift Dzire,2012,Diesel,Manual,First Owner,60000,19.3,1248.0,73.9,3.8
Hyundai,Xcent 1.2,2015,Petrol,Automatic,First Owner,50000,16.9,1197.0,82.0,3.8
Hyundai,Verna VTVT,2017,Petrol,Manual,First Owner,20000,17.0,1591.0,121.3,9.0
Maruti,Alto 800,2017,Petrol,Manual,First Owner,35000,24.7,796.0,47.3,2.95
Maruti,Ciaz VDi,2016,Diesel,Manual,First Owner,40000,28.09,1248.0,88.5,6.4
Tata,Nexon 1.5,2018,Diesel,Manual,First Owner,60000,21.5,1497.0,108.5,7.9
Hyundai,Verna 1.6,2015,Petrol,Manual,First Owner,20000,17.01,1591.0,121.4,6.25
Ford,EcoSport 1.5,2017,Petrol,Manual,Second Owner,30000,17.0,1497.0,121.36,6.04
Maruti,Alto K10,2015,Petrol,Manual,First Owner,29000,23.95,998.0,67.05,3.15
Mahindra,XUV300 W6,2019,Diesel,Manual,First Owner,17000,20.0,1497.0,115.0,9.5
Maruti,Wagon R,2017,Petrol,Manual,First Owner,50000,20.51,998.0,67.04,4.0
Hyundai,i20 1.4,2018,Petrol,Automatic,First Owner,42000,18.6,1368.0,98.63,7.0
Toyota,Innova 2.5,2011,Diesel,Manual,Second Owner,120000,12.8,2494.0,102.0,7.0
Mahindra,Verito 1.5,2012,Diesel,Manual,First Owner,110000,21.03,1461.0,65.0,2.6
Tata,Indigo CR4,2012,Diesel,Manual,First Owner,90000,23.57,1396.0,70.0,2.0
Maruti,Dzire VXI,2020,Petrol,Manual,First Owner,70000,23.26,1197.0,88.5,5.8
Volkswagen,Vento IPL,2011,Diesel,Manual,Second Owner,66000,20.5,1598.0,105.0,3.3
Hyundai,Verna Transform,2011,Diesel,Manual,Third Owner,70000,16.2,1493.0,110.0,4.0
Hyundai,Creta 1.6,2018,Petrol,Automatic,First Owner,5000,14.8,1591.0,121.3,13.5
Mahindra,Verito 1.5,2014,Diesel,Manual,Second Owner,50000,21.03,1461.0,65.0,2.5
Skoda,Rapid 1.6,2019,Petrol,Manual,First Owner,25000,15.41,1598.0,103.2,7.25
Maruti,Swift Dzire,2013,Diesel,Manual,First Owner,70000,23.4,1248.0,74.0,3.0
Maruti,800 AC,2006,Petrol,Manual,Second Owner,40000,16.1,796.0,37.0,1.2
Mahindra,XUV500 W10,2016,Diesel,Manual,First Owner,110000,16.0,2179.0,140.0,11.75
Tata,New Safari,2009,Diesel,Manual,First Owner,150000,13.93,2179.0,138.0,3.8
Tata,Indica Vista,2014,Diesel,Manual,First Owner,45000,19.1,1405.0,70.0,4.0
Tata,Indigo LX,2005,Diesel,Manual,Third Owner,90000,16.1,1405.0,70.0,1.4
Tata,New Safari,2011,Diesel,Manual,Second Owner,140000,11.57,2179.0,138.1,2.3
Ford,Ikon 1.3,2003,Petrol,Manual,Second Owner,83000,13.8,1299.0,70.0,1.1
Volkswagen,Jetta 2.0L,2011,Diesel,Automatic,Second Owner,106000,16.96,1968.0,138.1,5.5
Chevrolet,Aveo U-VA,2008,Petrol,Manual,Fourth & Above Owner,60000,15.26,1150.0,74.9,1.5
Maruti,Omni E,2017,Petrol,Manual,Second Owner,40000,16.8,796.0,34.2,2.65
Hyundai,i20 1.2,2011,Petrol,Manual,Third Owner,138000,17.0,1197.0,80.0,3.0
Maruti,Alto 800,2015,Petrol,Manual,First Owner,80000,22.74,796.0,47.3,2.8
Hyundai,Getz GLS,2005,Petrol,Manual,Second Owner,50000,15.3,1341.0,83.0,1.3
Chevrolet,Sail 1.2,2015,Petrol,Manual,First Owner,50000,18.2,1199.0,82.4,3.5
Maruti,Ritz VXi,2009,Petrol,Manual,First Owner,120000,18.5,1197.0,85.8,2.0
Maruti,Swift VXI,2018,Petrol,Manual,First Owner,24400,22.0,1197.0,81.8,5.5
Mahindra,Bolero 2011-2019,2013,Diesel,Manual,Second Owner,60000,15.96,2523.0,62.1,4.0
Maruti,Ritz VXi,2010,Petrol,Manual,Second Owner,120000,18.5,1197.0,85.8,1.7
Hyundai,Verna 1.4,2015,Diesel,Manual,Second Owner,60000,24.8,1396.0,88.7,6.0
Maruti,Alto LXi,2011,Petrol,Manual,Second Owner,100000,19.7,796.0,46.3,1.3
Maruti,800 AC,2011,Petrol,Manual,Second Owner,120000,16.1,796.0,37.0,1.0
Renault,KWID RXT,2016,Petrol,Manual,First Owner,27500,25.17,799.0,53.3,3.1
Maruti,800 AC,2007,Petrol,Manual,First Owner,10000,16.1,796.0,37.0,0.35
Hyundai,i20 Magna,2010,Petrol,Manual,Third Owner,120000,18.5,1197.0,80.0,2.0
Hyundai,i20 Sportz,2015,Diesel,Manual,First Owner,80000,22.54,1396.0,88.73,6.5
Tata,Indigo eCS,2013,Petrol,Manual,First Owner,120000,15.64,1193.0,64.1,2.1
Hyundai,Xcent 1.1,2015,Diesel,Manual,First Owner,90000,24.4,1120.0,71.01,5.1
Ford,Figo Diesel,2013,Diesel,Manual,First Owner,70000,20.0,1399.0,68.1,2.3
Renault,Duster 110PS,2014,Diesel,Manual,Second Owner,188000,19.01,1461.0,108.45,4.1
Chevrolet,Spark 1.0,2011,Petrol,Manual,First Owner,67840,18.0,995.0,62.0,1.3
Tata,Nano CX,2013,Petrol,Manual,First Owner,30000,25.4,624.0,37.48,0.95
Maruti,Alto 800,2016,Petrol,Manual,Second Owner,35000,22.74,796.0,47.3,2.25
Maruti,Vitara Brezza,2017,Diesel,Manual,First Owner,100000,24.3,1248.0,88.5,7.75
Maruti,Wagon R,2017,Petrol,Manual,First Owner,30000,20.51,998.0,67.04,4.2
Hyundai,Grand i10,2016,Petrol,Manual,First Owner,70000,18.9,1197.0,82.0,4.8
Mahindra,Bolero SLE,2010,Diesel,Manual,Second Owner,380000,13.6,2523.0,63.0,2.6
Volkswagen,Polo 2015-2019,2018,Petrol,Manual,First Owner,15000,16.2,1199.0,74.0,6.0
Ford,Ikon 1.4,2009,Diesel,Manual,Second Owner,140000,13.8,1399.0,68.0,1.4
Maruti,Omni 8,2010,Petrol,Manual,Third Owner,120000,19.7,796.0,35.0,1.3
Maruti,Swift VDI,2007,Diesel,Manual,First Owner,112880,25.2,1248.0,74.0,1.95
Tata,Indica Vista,2013,Diesel,Manual,Second Owner,135000,19.4,1405.0,70.0,2.1
Maruti,Wagon R,2006,Petrol,Manual,Third Owner,80000,18.9,998.0,67.1,1.3
Chevrolet,Beat LT,2012,Petrol,Manual,Third Owner,128000,18.6,1199.0,79.4,1.41
Mahindra,Bolero SLE,2011,Diesel,Manual,First Owner,120000,13.6,2523.0,63.0,2.8
Maruti,SX4 ZXI,2010,Petrol,Automatic,First Owner,30000,12.6,1586.0,103.2,3.5
Tata,Nexon 1.2,2018,Petrol,Manual,First Owner,70000,17.0,1198.0,108.5,5.75
Hyundai,i20 Sportz,2015,Petrol,Manual,First Owner,41000,18.6,1197.0,81.83,5.5
Maruti,Alto LX,2006,Petrol,Manual,Second Owner,30000,19.7,796.0,46.3,1.2
Maruti,Alto K10,2015,Petrol,Manual,First Owner,30000,23.95,998.0,67.05,3.2
Hyundai,Accent Executive,2011,Petrol,Manual,First Owner,35000,16.36,1495.0,93.7,2.5
Maruti,SX4 Zxi,2010,Petrol,Manual,First Owner,22000,15.0,1586.0,104.68,3.0
Maruti,Wagon R,2006,Petrol,Manual,First Owner,70000,18.9,998.0,67.1,2.5
Mahindra,Bolero 2011-2019,2018,Diesel,Manual,First Owner,70000,16.5,1493.0,70.0,7.5
Mahindra,Scorpio 2.6,2005,Diesel,Manual,Second Owner,200000,10.5,2179.0,120.0,1.51
Tata,Safari DICOR,2011,Diesel,Manual,First Owner,120000,13.93,2179.0,138.03,3.0
Maruti,Ignis 1.2,2019,Petrol,Manual,First Owner,3000,20.89,1197.0,81.8,5.77
Maruti,Alto K10,2012,Petrol,Manual,First Owner,50000,20.92,998.0,67.1,2.3
Mahindra,Bolero 2011-2019,2013,Diesel,Manual,First Owner,50000,15.96,2523.0,62.1,5.0
Honda,Jazz VX,2019,Petrol,Automatic,First Owner,1500,18.2,1199.0,88.7,8.4
Volkswagen,Vento 1.5,2017,Diesel,Manual,First Owner,74000,22.27,1498.0,108.6,9.0
Honda,Jazz 1.2,2017,Petrol,Manual,First Owner,25000,18.7,1199.0,88.7,6.5
Honda,Jazz 1.5,2016,Diesel,Manual,First Owner,61915,27.3,1498.0,98.6,6.5
Hyundai,EON Era,2016,Petrol,Manual,First Owner,110000,21.1,814.0,55.2,2.5
Volkswagen,Polo 1.5,2016,Diesel,Manual,First Owner,70000,20.14,1498.0,88.0,5.5
Maruti,Swift Ldi,2007,Diesel,Manual,Fourth & Above Owner,150000,17.8,1248.0,75.0,2.5
Mahindra,Quanto C4,2013,Diesel,Manual,Second Owner,110000,17.21,1493.0,100.0,3.5
Chevrolet,Beat Diesel,2014,Diesel,Manual,Second Owner,90000,25.44,936.0,56.3,1.85
Ford,Figo Petrol,2010,Petrol,Manual,Third Owner,120000,15.6,1196.0,70.0,2.3
Toyota,Innova 2.5,2016,Diesel,Manual,First Owner,65000,12.99,2494.0,100.6,10.0
Maruti,Wagon R,2019,Petrol,Manual,First Owner,10000,20.52,1197.0,81.8,4.9
Hyundai,i10 Sportz,2009,Petrol,Manual,Second Owner,80000,20.36,1197.0,78.9,1.5
Maruti,Ertiga VDI,2013,Diesel,Manual,First Owner,184000,20.77,1248.0,88.76,6.0
Maruti,Wagon R,2013,CNG,Manual,Second Owner,80000,32.52,998.0,58.33,2.7
Maruti,Zen LXi,2005,Petrol,Manual,Second Owner,70000,17.3,993.0,60.0,0.6
Maruti,SX4 Zxi,2008,Petrol,Manual,Second Owner,89000,15.6,1586.0,104.68,1.5
Honda,Brio Exclusive,2014,Petrol,Manual,First Owner,33033,19.4,1198.0,86.8,3.35
Maruti,Swift VDI,2013,Diesel,Manual,Second Owner,69000,22.9,1248.0,74.0,5.25
Hyundai,Grand i10,2015,Petrol,Automatic,First Owner,63063,18.9,1197.0,82.0,4.65
Tata,Indica V2,2012,Diesel,Manual,Second Owner,90000,25.0,1396.0,69.0,0.83
Hyundai,EON Era,2017,Petrol,Manual,First Owner,8000,21.1,814.0,55.2,3.0
Hyundai,i20 1.2,2012,Petrol,Manual,First Owner,35000,17.0,1197.0,80.0,3.5
Hyundai,i20 1.2,2011,Petrol,Manual,First Owner,45000,17.0,1197.0,80.0,3.0
Fiat,Linea 1.3,2011,Diesel,Manual,First Owner,30000,20.4,1248.0,91.2,2.5
Maruti,800 Std,2006,Petrol,Manual,Second Owner,59000,16.1,796.0,37.0,1.15
Maruti,Ertiga VXI,2018,Petrol,Manual,First Owner,6200,19.34,1462.0,103.0,7.0
Maruti,Celerio X,2020,Petrol,Manual,Second Owner,120000,21.63,998.0,67.0,2.5
Maruti,Wagon R,2016,Petrol,Manual,First Owner,70000,20.51,998.0,67.04,3.5
Maruti,Omni 5,1998,Petrol,Manual,First Owner,70000,14.0,796.0,35.0,0.8
Mahindra,Scorpio S2,2017,Diesel,Manual,First Owner,110000,15.4,2523.0,75.0,8.5
Chevrolet,Spark 1.0,2007,Petrol,Manual,Third Owner,93000,18.0,995.0,62.0,0.9
Chevrolet,Tavera Neo,2014,Diesel,Manual,First Owner,110000,13.58,2499.0,72.4,6.0
Maruti,Alto LX,2007,Petrol,Manual,First Owner,57000,19.7,796.0,46.3,1.35
Hyundai,Accent GLE,2005,Petrol,Manual,First Owner,120000,13.2,1495.0,94.0,1.5
Tata,Indigo CS,2012,Diesel,Manual,First Owner,35000,23.03,1396.0,69.0,2.59
Tata,Indigo CS,2012,Diesel,Manual,First Owner,90000,23.03,1396.0,69.0,2.2
